"m_Defoe_Robinson-Crusoe_1719" "m_Diderot_Die-Nonne_1796" "m_Forster_Ansichten_1791" "m_Goethe_Wahlverwandschaften_1809" "m_Heinse_Ardinghello_1787" "m_Knigge_Braunschweig_1792" "m_Lesage_Teufel_1707" "m_Mueller_Siegfried_1779" "m_Paul_Hesperus_1795" "m_Schnabel_Kavalier_1738" "m_Stendhal_Rot-und-Schwarz_1830" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"wiewohl" 0.000692151691964811 0 0.0115129685367017 0.00126313662085691 0.000980363322647373 0 0 0.0424412189118071 0.00970077161554225 0.0130824411835248 0.00123959514822459 0.00452601326121886 0.0180189920175865 0.0262971578840902 0.0013387239283515
"de" 0.00415291015178887 0.00925818770975582 0.021381227282446 0 0.000980363322647373 0.0104978610608089 0.0475139996606143 0.0212206094559036 0.0133385609713706 0.00726802287973603 0.0136355466304705 0 0 0.00404571659755234 0
"setzen" 0.0242253092187684 0.0185163754195116 0.0180918077005312 0.00505254648342765 0.0127447231944159 0.0131223263260111 0.0158379998868714 0.0275867922926746 0.0189973444137702 0.0225308709271817 0.0111563563340213 0.015841046414266 0.0108113952105519 0.0222514412865379 0.0174034110685694
"dienste" 0.00830582030357773 0.00694364078231686 0.00164470979095739 0.00126313662085691 0.00294108996794212 0.0104978610608089 0.0237569998303071 0.00636618283677107 0.00323359053851408 0.0123556388955512 0.00247919029644918 0.00905202652243771 0.0198208912193452 0.0101142914938809 0.00803234357010897
"ursache" 0.022148854142874 0 0.0115129685367017 0.013894502829426 0.00784290658117899 0.0131223263260111 0.0305447140675378 0.0148544266191325 0.00727557871165669 0.0101752320316304 0.00309898787056147 0.0294190861979226 0.0360379840351731 0.0161828663902094 0.00803234357010897
"glückseligkeit" 0.00346075845982406 0 0.000822354895478693 0.00126313662085691 0.023528719743537 0.00524893053040443 0.0011312857062051 0.00212206094559036 0.00121259645194278 0.00290720915189441 0.00681777331523524 0.0565751657652357 0.0234246896228625 0 0.00535489571340598
"dienst" 0.00484506184375368 0.00925818770975582 0.000822354895478693 0.00252627324171382 0.00196072664529475 0.0104978610608089 0.0271508569489225 0.00636618283677107 0.0020209940865713 0.00363401143986801 0.00433858301878606 0.00452601326121886 0.00180189920175865 0.00202285829877617 0.00535489571340598
"heißt" 0.00207645507589443 0.00925818770975582 0.00904590385026562 0.00631568310428456 0.00980363322647373 0.0157467915912133 0.0192318570054867 0.0254647313470843 0.0020209940865713 0.00436081372784161 0.0173543320751443 0.00905202652243771 0.00540569760527596 0.00606857489632851 0.00267744785670299
"hilfe" 0 0.0347182039115843 0 0 0 0 0 0 0 0 0.00805736846345983 0 0.00180189920175865 0 0
"zehn" 0.0290703710625221 0 0.00822354895478693 0.00378940986257074 0.00294108996794212 0.0131223263260111 0.0158379998868714 0.0148544266191325 0.00767977752897095 0.0218040686392081 0.0285106884091656 0.00452601326121886 0.00360379840351731 0.00202285829877617 0.0174034110685694
"zunge" 0.000692151691964811 0 0.00328941958191477 0.00126313662085691 0.00588217993588424 0 0.00339385711861531 0.00424412189118071 0.0101049704328565 0.00654122059176242 0.00185939272233688 0 0.00180189920175865 0 0
"ans" 0.00415291015178887 0.00462909385487791 0.000822354895478693 0.013894502829426 0.0127447231944159 0 0.00452514282482041 0.00848824378236143 0.0198057420483988 0.000726802287973603 0.00371878544467377 0.00452601326121886 0.00180189920175865 0.00404571659755234 0
"daraus" 0.0159194889151907 0.0208309223469506 0.00657883916382954 0.0353678253839935 0.0254894463888317 0.00524893053040443 0.0271508569489225 0.0106103047279518 0.0214225373176558 0.0188968594873137 0.00433858301878606 0.015841046414266 0.00900949600879327 0.0141600080914332 0.0013387239283515
"kopfe" 0.00415291015178887 0.0115727346371948 0.00493412937287216 0.00126313662085691 0.00784290658117899 0.0131223263260111 0.00678771423723061 0.0233426704014939 0.0117217657021136 0.0116288366075776 0.00371878544467377 0.00452601326121886 0.00720759680703461 0.00202285829877617 0.00267744785670299
"getan" 0.0242253092187684 0.050920032403657 0.00986825874574431 0.0416835084882781 0.0186269031303001 0.0157467915912133 0.0203631427116918 0.0212206094559036 0.0121259645194278 0.0247112777911025 0.0117761539081336 0.0226300663060943 0.0216227904211038 0.0101142914938809 0.00669361964175748
"indes" 0 0 0 0.0126313662085691 0.00980363322647373 0 0 0 0.0153595550579419 0 0.000619797574112295 0 0.00180189920175865 0 0
"verlangen" 0.00969012368750735 0.0115727346371948 0.00411177447739346 0.0189470493128537 0.0147054498397106 0.00787339579560664 0.0271508569489225 0.00636618283677107 0.00161679526925704 0.0232576732151553 0.00495838059289836 0.00226300663060943 0.0108113952105519 0.0101142914938809 0.0348068221371389
"menschlichen" 0.0103822753794722 0.00231454692743895 0.0238482919688821 0.00505254648342765 0.0127447231944159 0.0131223263260111 0.0022625714124102 0.00212206094559036 0.00363778935582834 0.00363401143986801 0.00185939272233688 0.00226300663060943 0.0216227904211038 0.0283200161828664 0.0013387239283515
"miene" 0 0.0115727346371948 0 0.00757881972514147 0.00196072664529475 0 0.0181005712992816 0.0106103047279518 0.00687137989434243 0.0254380800790761 0.0266512956868287 0.0135780397836566 0.0288303872281385 0.012137149792657 0.0214195828536239
"fünf" 0.0581407421250441 0 0.0180918077005312 0.00505254648342765 0.00490181661323687 0.00524893053040443 0.0158379998868714 0.0169764875647229 0.0206141396830273 0.0152628480474457 0.027271093260941 0.0113150331530471 0.00360379840351731 0.00809143319510468 0.0174034110685694
"gelegenheit" 0.0263017642946628 0.0162018284920727 0.0123353234321804 0.0214733225545675 0.0196072664529475 0.0577382358344487 0.0407262854233837 0.0339529751294457 0.00606298225971391 0.0385205212626009 0.0185939272233688 0.0294190861979226 0.0342360848334144 0.0404571659755234 0.00669361964175748
"ungefähr" 0.0553721353571849 0.00231454692743895 0.00328941958191477 0.00505254648342765 0 0 0.00452514282482041 0.00424412189118071 0.00161679526925704 0 0.00309898787056147 0 0.0162170928158279 0.0202285829877617 0
"zwanzig" 0.0235331575268036 0.00694364078231686 0.00740119405930824 0.00126313662085691 0.000980363322647373 0.00787339579560664 0.0147067141806663 0.00848824378236143 0.00404198817314261 0 0.0154949393528074 0.00452601326121886 0.00540569760527596 0.00809143319510468 0.00535489571340598
"personen" 0.00484506184375368 0.0231454692743895 0.00986825874574431 0.029052142279709 0.0137250865170632 0.0761094926908642 0.0294134283613327 0.00424412189118071 0.0133385609713706 0.0312524983828649 0.00557817816701065 0.031682092828532 0.0486512784474836 0.0809143319510468 0.00803234357010897
"leib" 0.00415291015178887 0.00462909385487791 0.000822354895478693 0.00126313662085691 0.0107839965491211 0.0104978610608089 0.0011312857062051 0.00212206094559036 0.00606298225971391 0.0152628480474457 0.00371878544467377 0.00905202652243771 0.00180189920175865 0 0.00401617178505449
"besser" 0.036684039674135 0.0324036569841454 0.0230259370734034 0.0277890056588521 0.0274501730341264 0.0131223263260111 0.022625714124102 0.0509294626941686 0.027889718394684 0.0465153464303106 0.0173543320751443 0.0113150331530471 0.0180189920175865 0.024274299585314 0.0227583067819754
"anderen" 0 0.0416618446939012 0.0312494860281903 0.00252627324171382 0 0 0.0135754284744612 0 0 0.00218040686392081 0.00309898787056147 0 0.00180189920175865 0.0890057651461515 0.0013387239283515
"gerne" 0.022148854142874 0.00231454692743895 0 0.00631568310428456 0.000980363322647373 0 0 0.00424412189118071 0.0020209940865713 0.00508761601581522 0.00123959514822459 0.047523139242798 0.041443681640449 0 0.010709791426812
"bereits" 0.047758466745572 0.0601782201134128 0.0402953898784559 0.00631568310428456 0 0 0.0282821426551276 0.00212206094559036 0 0.0523297647340994 0.0384274495949623 0.00678901989182828 0 0.00404571659755234 0.00401617178505449
"junker" 0 0 0 0 0 0 0 0.0827603768780239 0.00323359053851408 0 0.000619797574112295 0 0 0 0.00267744785670299
"großes" 0.0131508821473314 0.00231454692743895 0.00986825874574431 0.00631568310428456 0.00490181661323687 0.00787339579560664 0.0135754284744612 0.0212206094559036 0.00687137989434243 0.00436081372784161 0.00681777331523524 0.0135780397836566 0.0108113952105519 0.00404571659755234 0.00535489571340598
"wurden" 0.0484506184375368 0.0254600162018285 0.0353612605055838 0.0378940986257074 0.0303912630020686 0.0341180484476288 0.0192318570054867 0.0275867922926746 0.0242519290388556 0.0370669166866537 0.0229325102421549 0.0248930729367037 0.046849379245725 0.0728228987559422 0.0267744785670299
"vorher" 0.0297625227544869 0.0162018284920727 0.00657883916382954 0.00884195634599838 0.0343127162926581 0.0104978610608089 0.00905028564964082 0.0190985485103132 0.0319317065678266 0.00581441830378882 0.00805736846345983 0.015841046414266 0.0108113952105519 0.0303428744816426 0
"sofort" 0.00346075845982406 0.0115727346371948 0 0 0 0 0.0305447140675378 0 0.00363778935582834 0.00145360457594721 0.0297502835573902 0 0.00180189920175865 0 0
"anstatt" 0.00346075845982406 0.00925818770975582 0.00657883916382954 0.0101050929668553 0.00490181661323687 0 0.0011312857062051 0.00212206094559036 0.0101049704328565 0.0101752320316304 0.00433858301878606 0.00452601326121886 0.00900949600879327 0.0141600080914332 0
"ende" 0.0470663150536072 0.0648073139682907 0.0131576783276591 0.0277890056588521 0.0303912630020686 0.0236201873868199 0.0350698568923582 0.0381970970206264 0.0266771219427412 0.0319793006708385 0.0452452229101975 0.0294190861979226 0.0288303872281385 0.012137149792657 0.00669361964175748
"charakter" 0.00138430338392962 0.0277745631292674 0.0238482919688821 0.0189470493128537 0.0284305363567738 0.00524893053040443 0.011312857062051 0.00848824378236143 0.00646718107702817 0.00290720915189441 0.0247919029644918 0.031682092828532 0.0720759680703461 0.0627086072620613 0.0174034110685694
"geringsten" 0.014535185531261 0.0115727346371948 0.00328941958191477 0.00252627324171382 0.00686254325853161 0.00787339579560664 0.00339385711861531 0.00212206094559036 0.00404198817314261 0.0145360457594721 0.00991676118579672 0.0181040530448754 0.00540569760527596 0.00202285829877617 0.00937106749846047
"bezahlen" 0.00484506184375368 0 0.00164470979095739 0.00126313662085691 0.00196072664529475 0.0131223263260111 0.00791899994343571 0.00212206094559036 0.0020209940865713 0.00436081372784161 0.00185939272233688 0.00678901989182828 0.00360379840351731 0 0.0147259632118664
"niemals" 0.0138430338392962 0.0185163754195116 0.000822354895478693 0.0303152789005659 0 0 0.0214944284178969 0.0212206094559036 0.0153595550579419 0.0290720915189441 0.0334690690020639 0.0656271922876734 0.0918968592896913 0.0182057246889855 0
"bisher" 0.0103822753794722 0 0.0189141625960099 0.0328415521422797 0 0 0.0158379998868714 0.00636618283677107 0.0335485018370836 0.000726802287973603 0.0111563563340213 0.00678901989182828 0.00540569760527596 0.0424800242742996 0.0227583067819754
"verschiedenen" 0.014535185531261 0.00925818770975582 0.0271377115507969 0.0202101859337106 0 0.00524893053040443 0.00791899994343571 0.00212206094559036 0.00525458462508539 0.0181700571993401 0.00185939272233688 0.0135780397836566 0.00540569760527596 0.00809143319510468 0
"worden" 0.0539878319732553 0.0185163754195116 0.0246706468643608 0.0378940986257074 0.0284305363567738 0.0472403747736399 0.032807285479948 0.00636618283677107 0.0101049704328565 0.116288366075776 0.0402868423172992 0.0407341193509697 0.046849379245725 0.0364114493779711 0.00803234357010897
"begab" 0.0117665787634018 0.0115727346371948 0.00164470979095739 0.00505254648342765 0.00392145329058949 0.00262446526520222 0.0192318570054867 0.00424412189118071 0 0.0465153464303106 0.00619797574112295 0 0.00540569760527596 0.00202285829877617 0.00267744785670299
"gleichsam" 0.00138430338392962 0.00925818770975582 0.0279600664462756 0.0227364591754244 0.015685813162358 0.00787339579560664 0.0011312857062051 0.00424412189118071 0.0359736947409692 0.00726802287973603 0.00557817816701065 0.00452601326121886 0.00180189920175865 0.00404571659755234 0
"don" 0.00830582030357773 0 0 0 0.000980363322647373 0 0.543017138978449 0.00212206094559036 0.000808397634628521 0 0.00185939272233688 0 0 0 0
"tafel" 0.00276860676785924 0.00462909385487791 0.00328941958191477 0.00884195634599838 0.00392145329058949 0.0157467915912133 0.00565642853102551 0.00212206094559036 0.00282939172119982 0.0327061029588121 0.00495838059289836 0.00226300663060943 0.0144151936140692 0.00202285829877617 0
"vorteile" 0.0062293652276833 0 0.00822354895478693 0.0101050929668553 0.000980363322647373 0.00262446526520222 0.0011312857062051 0 0.000404198817314261 0.000726802287973603 0.00433858301878606 0.00452601326121886 0.00360379840351731 0.00202285829877617 0
"ah" 0 0 0.00246706468643608 0 0 0 0.00452514282482041 0.00848824378236143 0.000404198817314261 0 0.00185939272233688 0 0 0 0
"werke" 0.000692151691964811 0.00462909385487791 0.0222035821779247 0.00505254648342765 0.0127447231944159 0 0.011312857062051 0.00424412189118071 0.00808397634628521 0.000726802287973603 0.00371878544467377 0.00226300663060943 0.0108113952105519 0.00809143319510468 0.00401617178505449
"fuß" 0.051219225205396 0.00462909385487791 0.0180918077005312 0.0113682295877122 0.0166661764850053 0.00787339579560664 0.00452514282482041 0.0148544266191325 0.00848817516359947 0.00218040686392081 0.00991676118579672 0.00452601326121886 0 0 0.00267744785670299
"darauf" 0.0532956802812904 0.0717509547506076 0.0304271311327116 0.0416835084882781 0.0872523357156162 0.036742513712831 0.0678771423723061 0.0254647313470843 0.0383988876448548 0.0472421487182842 0.0477244132066467 0.031682092828532 0.0486512784474836 0.107211489835137 0.010709791426812
"seid" 0.00138430338392962 0.00231454692743895 0.00164470979095739 0.00631568310428456 0.0107839965491211 0 0.0871089993777929 0.00424412189118071 0.00606298225971391 0.0181700571993401 0.00309898787056147 0.00226300663060943 0 0 0.0120485153551635
"tun" 0.0671387141205867 0.0786945955329244 0.021381227282446 0.0757881972514147 0.0343127162926581 0.0839828884864709 0.044120142541999 0.0721500721500721 0.0315275077505123 0.0516029624461258 0.0489640083548713 0.0837312453325488 0.088293060886174 0.0404571659755234 0.0374842699938419
"trinken" 0.00138430338392962 0.00694364078231686 0.00164470979095739 0.00884195634599838 0.00392145329058949 0.00262446526520222 0.00791899994343571 0.00636618283677107 0.00323359053851408 0.0159896503354193 0.00247919029644918 0.00226300663060943 0 0 0.00267744785670299
"verschiedene" 0.0186880956830499 0.00694364078231686 0.0131576783276591 0.00631568310428456 0.00196072664529475 0 0.00452514282482041 0.0106103047279518 0.00363778935582834 0.0290720915189441 0.00185939272233688 0 0.00540569760527596 0.00404571659755234 0.00267744785670299
"sowie" 0 0.0185163754195116 0 0.0113682295877122 0.00196072664529475 0 0.0011312857062051 0 0 0 0.00371878544467377 0 0 0 0
"gleichfalls" 0.00276860676785924 0 0 0.0176839126919968 0.00588217993588424 0.00524893053040443 0.0022625714124102 0.00212206094559036 0.00121259645194278 0.0152628480474457 0.00123959514822459 0.00452601326121886 0 0 0
"mittel" 0.0138430338392962 0.0208309223469506 0.0328941958191477 0.0113682295877122 0.015685813162358 0.00787339579560664 0.0294134283613327 0.0127323656735421 0.00929657279822799 0.0152628480474457 0.00805736846345983 0.0271560795673131 0.0144151936140692 0.0303428744816426 0.0401617178505449
"größten" 0.0297625227544869 0.00231454692743895 0.0180918077005312 0.0176839126919968 0.0215679930982422 0.0183712568564155 0.00791899994343571 0.00424412189118071 0.0206141396830273 0.0159896503354193 0.0173543320751443 0.0181040530448754 0.0108113952105519 0.0222514412865379 0.00937106749846047
"solange" 0 0.00694364078231686 0 0.0101050929668553 0.00784290658117899 0 0 0 0.0020209940865713 0.0167164526233929 0.00681777331523524 0.00678901989182828 0.00360379840351731 0 0
"erlaubnis" 0.000692151691964811 0.0347182039115843 0 0.00378940986257074 0.00196072664529475 0 0 0 0.00363778935582834 0.0196236617752873 0.00309898787056147 0.00452601326121886 0.00720759680703461 0 0
"einst" 0.014535185531261 0.00462909385487791 0.0156247430140952 0.00631568310428456 0.00490181661323687 0.0314935831824266 0.00791899994343571 0 0.00121259645194278 0 0.00495838059289836 0.0181040530448754 0.0162170928158279 0 0.0629200246325203
"ward" 0.0920561750313199 0.00462909385487791 0.0608542622654233 0.0833670169765562 0.0294108996794212 0 0.0022625714124102 0.0275867922926746 0.00121259645194278 0.0370669166866537 0.0706569234488016 0 0.00180189920175865 0.00202285829877617 0.00535489571340598
"entgegen" 0.0159194889151907 0.0162018284920727 0.0123353234321804 0.0227364591754244 0.00784290658117899 0.0131223263260111 0.011312857062051 0.00636618283677107 0.0161679526925704 0.00944842974365683 0.00681777331523524 0.00452601326121886 0.00720759680703461 0.0161828663902094 0.0267744785670299
"ewig" 0 0.00694364078231686 0.00740119405930824 0.00378940986257074 0.0333323529700107 0.00262446526520222 0.00339385711861531 0.00424412189118071 0.0165721515098847 0.00436081372784161 0.0111563563340213 0.0271560795673131 0.00900949600879327 0.024274299585314 0.0240970307103269
"zukunft" 0.014535185531261 0.00925818770975582 0.0189141625960099 0.0126313662085691 0.00980363322647373 0.00787339579560664 0.011312857062051 0 0.0165721515098847 0.00654122059176242 0.016734534501032 0.00905202652243771 0.00540569760527596 0.00606857489632851 0.0214195828536239
"gemüt" 0.00276860676785924 0 0.000822354895478693 0.0202101859337106 0.00196072664529475 0.00262446526520222 0 0 0 0.000726802287973603 0.00681777331523524 0 0 0.0687771821583898 0
"gefühl" 0.011074427071437 0.0231454692743895 0.0419400996694133 0.0492623282134196 0.0480378028097213 0.0157467915912133 0.0101815713558459 0.00636618283677107 0.0133385609713706 0 0.0192137247974811 0.0452601326121886 0.00720759680703461 0.0525943157681804 0.0803234357010897
"herzen" 0.0103822753794722 0.0208309223469506 0.0123353234321804 0.0265258690379951 0.0441163495191318 0.0262446526520222 0.022625714124102 0.0233426704014939 0.094582523251537 0.0385205212626009 0.0204533199457057 0.0837312453325488 0.0720759680703461 0.024274299585314 0.109775362124823
"brief" 0.00484506184375368 0.0393472977664622 0.00164470979095739 0.0315784155214228 0.0107839965491211 0.036742513712831 0.0124441427682561 0 0.0291023148466268 0.0443349395663898 0.0681777331523524 0.031682092828532 0.0252265888246212 0 0.0321293742804359
"schmerz" 0.00969012368750735 0.0254600162018285 0.00328941958191477 0.0239995957962813 0.00490181661323687 0.00524893053040443 0.0373324283047684 0 0.0291023148466268 0.00290720915189441 0.0161147369269197 0.0226300663060943 0.00720759680703461 0.00404571659755234 0.0629200246325203
"freundin" 0.00207645507589443 0.0740655016780465 0.000822354895478693 0.0227364591754244 0.00588217993588424 0 0.00339385711861531 0 0.0250603266734842 0.00799482516770963 0.0229325102421549 0.0814682387019394 0.0738778672721048 0.0788914736522707 0.00267744785670299
"bild" 0.00415291015178887 0.0115727346371948 0.0304271311327116 0.0303152789005659 0.0294108996794212 0.0104978610608089 0.00452514282482041 0.00848824378236143 0.0189973444137702 0.00654122059176242 0.00929696361168442 0.031682092828532 0.0234246896228625 0.0101142914938809 0.0294519264237329
"indeß" 0.0138430338392962 0 0.083057844443348 0 0 0.0524893053040443 0.00339385711861531 0 0 0 0 0 0 0.00606857489632851 0.0334680982087874
"brust" 0.00415291015178887 0.0208309223469506 0.00411177447739346 0.0176839126919968 0.0245090830661843 0.00262446526520222 0.0147067141806663 0.00212206094559036 0.0614382202317676 0.0268916846550233 0.00619797574112295 0.047523139242798 0.0270284880263798 0.00606857489632851 0.0401617178505449
"fühlte" 0.0242253092187684 0.0648073139682907 0.00575648426835085 0.0492623282134196 0.00784290658117899 0.0236201873868199 0.0260195712427173 0.0106103047279518 0.0169763503271989 0 0.0340888665761762 0.0429971259815791 0.0270284880263798 0.0404571659755234 0.0348068221371389
"briefe" 0.00484506184375368 0.00231454692743895 0.00411177447739346 0.0151576394502829 0.00392145329058949 0.00787339579560664 0.00452514282482041 0 0.0113175668847993 0.0203504640632609 0.0384274495949623 0.0588381723958451 0.0216227904211038 0.012137149792657 0.00669361964175748
"fremd" 0.00207645507589443 0.00231454692743895 0.00657883916382954 0.00378940986257074 0.00686254325853161 0.00787339579560664 0.0011312857062051 0.00424412189118071 0.00121259645194278 0 0.00247919029644918 0 0.00360379840351731 0.0202285829877617 0.00401617178505449
"nie" 0.0595250455089737 0.0763800486054855 0.0411177447739346 0.0239995957962813 0.0617628893267845 0.0577382358344487 0.0362011425985633 0.0445632798573975 0.0618424190490819 0.00290720915189441 0.0756153040417 0.00226300663060943 0.00360379840351731 0.175988671993527 0.211518380679536
"gegenwart" 0.00899797199554254 0.0115727346371948 0.00986825874574431 0.0366309620048504 0.00882326990382636 0.00524893053040443 0.0147067141806663 0.00848824378236143 0.0153595550579419 0.00872162745568323 0.0142553442045828 0.00452601326121886 0.0108113952105519 0.00809143319510468 0.013387239283515
"schnell" 0.022148854142874 0.0254600162018285 0.0123353234321804 0.0315784155214228 0.00882326990382636 0.0157467915912133 0.00452514282482041 0.0127323656735421 0.00889237398091373 0.00508761601581522 0.00805736846345983 0.00905202652243771 0.00540569760527596 0.00404571659755234 0.0160646871402179
"tränen" 0.0124587304553666 0.0578636731859738 0.00328941958191477 0.0189470493128537 0.0137250865170632 0.0209957221216177 0.0452514282482041 0.00212206094559036 0.0828607575494234 0.0232576732151553 0.0433858301878606 0.0611011790264545 0.0234246896228625 0.012137149792657 0.139227288548556
"herz" 0.00969012368750735 0.0370327508390233 0.0156247430140952 0.0391572352465643 0.0666647059400214 0.0419914442432354 0.0395949997171786 0.0381970970206264 0.219479957801643 0.0203504640632609 0.0489640083548713 0.221774649799724 0.1873975169829 0.0182057246889855 0.148598356047016
"sehnsucht" 0.00969012368750735 0.00231454692743895 0 0.00252627324171382 0.00196072664529475 0 0.0011312857062051 0 0.0117217657021136 0.0101752320316304 0.00433858301878606 0 0.00720759680703461 0.00404571659755234 0
"tief" 0.0159194889151907 0.00231454692743895 0.0304271311327116 0.00884195634599838 0.00784290658117899 0.0104978610608089 0.0124441427682561 0.0148544266191325 0.0173805491445132 0.00218040686392081 0.0198335223715934 0.00452601326121886 0 0.024274299585314 0.0160646871402179
"auge" 0.00484506184375368 0.00231454692743895 0.0394730349829773 0.0227364591754244 0.0509788927776634 0.0104978610608089 0.0147067141806663 0.0190985485103132 0.0820523599147949 0.00726802287973603 0.0130157490563582 0.0135780397836566 0.0216227904211038 0.0101142914938809 0.0441778896355993
"stille" 0.0186880956830499 0.00231454692743895 0.00411177447739346 0.0202101859337106 0.0176465398076527 0.0131223263260111 0.00339385711861531 0 0.0307191101158838 0.0334329052467857 0.00743757088934754 0.0135780397836566 0.0108113952105519 0 0.010709791426812
"sinn" 0.0062293652276833 0.00462909385487791 0.0304271311327116 0.0176839126919968 0.0441163495191318 0.00787339579560664 0.00452514282482041 0.00848824378236143 0.00565878344239965 0.00145360457594721 0.0204533199457057 0.00226300663060943 0.00180189920175865 0.0101142914938809 0
"ruhe" 0.0186880956830499 0.0162018284920727 0.0279600664462756 0.0189470493128537 0.0215679930982422 0.0209957221216177 0.0395949997171786 0.00424412189118071 0.0238477302215414 0.0327061029588121 0.0136355466304705 0.031682092828532 0.0324341856316558 0.0182057246889855 0.0789847117727382
"fühle" 0.00207645507589443 0.0300891100567064 0.00164470979095739 0.0113682295877122 0.00686254325853161 0 0.0169692855930765 0 0.00121259645194278 0 0.00743757088934754 0.0203670596754848 0.00900949600879327 0.00606857489632851 0.0441778896355993
"ach" 0.00484506184375368 0.0277745631292674 0.000822354895478693 0.00631568310428456 0.0352930796153054 0.0209957221216177 0.0690084280785112 0.0106103047279518 0.0828607575494234 0.0450617418543634 0.0433858301878606 0.0294190861979226 0.00360379840351731 0.00202285829877617 0.14324346033361
"blick" 0.00276860676785924 0.0115727346371948 0.0378283251920199 0.0277890056588521 0.0352930796153054 0.00524893053040443 0.00678771423723061 0.0106103047279518 0.0177847479618275 0.00145360457594721 0.0489640083548713 0.0181040530448754 0.0198208912193452 0.0101142914938809 0.0415004417788964
"lage" 0.0526035285893256 0.0162018284920727 0.0238482919688821 0.0341046887631366 0.0205876297755948 0.0183712568564155 0.0214944284178969 0.00212206094559036 0.00485038580777113 0.00145360457594721 0.0136355466304705 0 0.00180189920175865 0.0323657327804187 0.0200808589252724
"längst" 0.0131508821473314 0.00231454692743895 0.00740119405930824 0.00884195634599838 0.00980363322647373 0.0209957221216177 0.00339385711861531 0.0212206094559036 0.0153595550579419 0.00145360457594721 0.00867716603757213 0 0 0.0101142914938809 0.00803234357010897
"jetzt" 0.139814641776892 0.0740655016780465 0.115129685367017 0.0707356507679871 0.0607825260041371 0.160092381177335 0.0905028564964082 0.0233426704014939 0.116005060569193 0.00363401143986801 0.101027004580304 0.00226300663060943 0.00360379840351731 0.0748457570547183 0.20616348496613
"lebens" 0.0179959439910851 0.0162018284920727 0.021381227282446 0.0202101859337106 0.0196072664529475 0.0157467915912133 0.022625714124102 0.00212206094559036 0.0521416474335396 0.0174432549113665 0.0161147369269197 0.0905202652243771 0.0540569760527596 0.012137149792657 0.0722910921309808
"schicksal" 0.00761366861161292 0.0439763916213401 0.0189141625960099 0.0227364591754244 0.0205876297755948 0.0157467915912133 0.0192318570054867 0.00212206094559036 0.0222309349522843 0.00654122059176242 0.0161147369269197 0.0678901989182828 0.0324341856316558 0.0546171740669566 0.0240970307103269
"kind" 0.00276860676785924 0.0786945955329244 0.00740119405930824 0.0896827000808407 0.0284305363567738 0.0288691179172244 0.00678771423723061 0.0106103047279518 0.0157637538752562 0.0247112777911025 0.0161147369269197 0.0362081060897508 0.0342360848334144 0.00404571659755234 0.0267744785670299
"eilte" 0.00899797199554254 0.0138872815646337 0.00328941958191477 0.0227364591754244 0.00392145329058949 0.0157467915912133 0.0147067141806663 0 0.00646718107702817 0 0.00929696361168442 0.0226300663060943 0.0234246896228625 0.00202285829877617 0.0307906503520844
"gern" 0.0124587304553666 0.0254600162018285 0.0230259370734034 0.0770513338722716 0.0117643598717685 0.0577382358344487 0.00791899994343571 0.103980986333928 0.059013027327882 0.0356133121107065 0.0154949393528074 0.00678901989182828 0.00720759680703461 0.0222514412865379 0.0374842699938419
"freude" 0.0352997362902054 0.0162018284920727 0.010690613641223 0.029052142279709 0.0362734429379528 0.036742513712831 0.044120142541999 0.0148544266191325 0.0565878344239965 0.00944842974365683 0.03780765202085 0.0814682387019394 0.0684721696668288 0.012137149792657 0.136549840691853
"geliebten" 0 0 0 0.0252627324171382 0.00882326990382636 0.0183712568564155 0.0350698568923582 0.00212206094559036 0.0468870628084542 0.0145360457594721 0.027271093260941 0.0248930729367037 0.0144151936140692 0.0161828663902094 0.0174034110685694
"stillen" 0.00346075845982406 0 0.00740119405930824 0.0303152789005659 0.00686254325853161 0 0.00678771423723061 0.00424412189118071 0.0234435314042271 0.00581441830378882 0.00619797574112295 0.00226300663060943 0 0.00404571659755234 0.00669361964175748
"trost" 0.00346075845982406 0.00462909385487791 0.000822354895478693 0.00884195634599838 0.00196072664529475 0.0183712568564155 0.00339385711861531 0 0.00646718107702817 0.00799482516770963 0.00433858301878606 0.0226300663060943 0.0108113952105519 0.00606857489632851 0.0227583067819754
"mutter" 0.00899797199554254 0.261543802800602 0.00904590385026562 0.0239995957962813 0.0607825260041371 0.0262446526520222 0.0169692855930765 0.0106103047279518 0.0489080568950255 0.0363401143986801 0.0297502835573902 0.0746792188101111 0.0738778672721048 0.0222514412865379 0.370826528153364
"seit" 0.0352997362902054 0.0370327508390233 0.032071840923669 0.0239995957962813 0.00588217993588424 0.0262446526520222 0.0475139996606143 0.0148544266191325 0.0141469586059991 0.0152628480474457 0.0625995549853418 0.0271560795673131 0.0198208912193452 0.0606857489632851 0.0455166135639508
"dasein" 0.00276860676785924 0 0.00986825874574431 0.013894502829426 0.00882326990382636 0.00262446526520222 0 0.00212206094559036 0.00363778935582834 0.00145360457594721 0.010536558759909 0 0 0.00809143319510468 0.00937106749846047
