"m_Arnim_Isabella-von-Aegypten_1812" "m_Bruckbraeu_Mittheilungen_1829" "m_Clauren_Liebe-und-Irrtum_1827" "m_Eichendorff_Ahnung-und-Gegenwart_1815" "m_Heinse_Ardinghello_1787" "m_Hunold_Adalie_1702" "m_Lavater_Unveraenderte-Fragmente_1773" "m_Miller_Siegwart_1776" "m_Paul_Feldprediger_1809" "m_Paul_Hesperus_1795" "m_Paul_Siebenkaes_1796" "m_Restif-de-la-Bretonne_Anti-Justine_1793" "m_Sade_Geschichte-der-Justine_1797" "m_Schlegel_Lucinde_1799" "m_Schnabel_Kavalier_1738" "m_Schnabel_Wunderliche-Fata_1731" "m_Sterne_Tristram-Shandy_1759" "m_Waiblinger_Briten-in-Rom_1828" "m_Walpole_Otranto_1764" "m_Wieland_Agathon_1794" "w_Fischer_Gustav_1801" "w_Fischer_Vierzehn-Tage_1801" "w_Huber_Ellen-Percy_1822" "w_Huber_Seldorf_1795" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"traurigen" 0 0.00215280618285936 0.0043525571273123 0.00446314004217667 0.00392145329058949 0.00446752666554978 0.00186237079802589 0.00705776782968598 0 0.00161679526925704 0.00281625089415966 0 0.00626437959862411 0 0.00218040686392081 0.00146294465680363 0.00173817317998783 0 0.00271680069550098 0.00185866696405338 0.00504591785245736 0.0147918053398417 0.0101521697442781 0.0216480673687857 0.015841046414266 0.00360379840351731 0.00404571659755234 0.00267744785670299
"unterdessen" 0.0151825704091703 0 0 0 0.00490181661323687 0.0268051599932987 0.00744948319210355 0.001008252547098 0 0.00121259645194278 0.00112650035766386 0 0.000569489054420374 0.0033425811411572 0.0319793006708385 0.01379347819272 0.00231756423998378 0.0448951566048698 0.0163008041730059 0.00185866696405338 0 0 0 0.00757682357907498 0 0 0.00202285829877617 0
"anstatt" 0 0.0139932401885858 0 0.00446314004217667 0.00490181661323687 0 0.00186237079802589 0.001512378820647 0.00897021887334051 0.0101049704328565 0.0101385032189748 0.00235960358659745 0.0022779562176815 0 0.0101752320316304 0.00020899209382909 0 0.00528178312998468 0.00543360139100196 0.0167280026764804 0 0 0.00451207544190139 0.00324721010531785 0.00452601326121886 0.00900949600879327 0.0141600080914332 0
"müde" 0.0126521420076419 0.00107640309142968 0.0043525571273123 0.0100420650948975 0.00294108996794212 0.00111688166638745 0.0186237079802589 0.00403301018839199 0.00897021887334051 0.00808397634628521 0.00506925160948739 0.0047192071731949 0.00455591243536299 0.0066851622823144 0.00508761601581522 0.00271689721977818 0.00173817317998783 0 0 0.00185866696405338 0.0100918357049147 0 0.00676811316285208 0.0064944202106357 0.0135780397836566 0.00900949600879327 0.00404571659755234 0.00535489571340598
"philosophen" 0 0 0 0.0033473550316325 0.0254894463888317 0 0.00931185399012944 0 0 0.00767977752897095 0.00337950107299159 0 0.00341693432652224 0 0 0 0.0052145195399635 0.00264089156499234 0 0.0216844479139561 0 0.0147918053398417 0 0 0.00226300663060943 0.00540569760527596 0.00404571659755234 0
"form" 0.00506085680305676 0.00861122473143743 0.0043525571273123 0.00111578501054417 0.0696057959079635 0 0.00931185399012944 0.000504126273548999 0.00897021887334051 0.00363778935582834 0.00112650035766386 0.0047192071731949 0.00455591243536299 0.0066851622823144 0.00145360457594721 0.000835968375316362 0.00811147483994322 0.00264089156499234 0 0.00991289047495137 0 0 0.00338405658142604 0.00108240336843928 0.00452601326121886 0.0126132944123106 0.024274299585314 0.0013387239283515
"meinige" 0 0.00107640309142968 0 0 0 0.00335064499916234 0 0.001008252547098 0.00897021887334051 0.00121259645194278 0.00112650035766386 0 0.00170846716326112 0.0066851622823144 0.00218040686392081 0.00397084978275272 0.00231756423998378 0 0.00543360139100196 0.00247822261873784 0.0201836714098294 0.00739590266992086 0.00112801886047535 0.00108240336843928 0.00452601326121886 0.0144151936140692 0.0161828663902094 0.0147259632118664
"reize" 0 0.00968762782286711 0.00217627856365615 0.00111578501054417 0.00980363322647373 0 0 0.001008252547098 0 0.00808397634628521 0.00394275125182352 0.0117980179329873 0.0244880293400761 0.0033425811411572 0 0 0 0.00264089156499234 0.00815040208650293 0.00061955565468446 0 0 0.00451207544190139 0.00108240336843928 0.0181040530448754 0.0126132944123106 0 0
"bessere" 0.00253042840152838 0.00322920927428904 0.00652883569096844 0.0033473550316325 0.00196072664529475 0.0111688166638745 0.00558711239407766 0.001008252547098 0 0.00727557871165669 0.00732225232481511 0 0.00284744527210187 0 0.00436081372784161 0.00522480234572726 0.00869086589993916 0.00264089156499234 0.00815040208650293 0.0111520017843203 0 0 0.00225603772095069 0.00216480673687857 0.00226300663060943 0.00180189920175865 0.0101142914938809 0.00937106749846047
"nation" 0 0.00215280618285936 0 0 0.00588217993588424 0.00111688166638745 0.00186237079802589 0.000504126273548999 0 0 0 0 0.00113897810884075 0.0033425811411572 0.00581441830378882 0.00250790512594909 0.000579391059995944 0.0264089156499234 0 0.0136302244030581 0.00504591785245736 0.0147918053398417 0.00112801886047535 0.01515364715815 0.00905202652243771 0.00900949600879327 0.00404571659755234 0
"überzeugen" 0 0.0118404340057265 0 0.0033473550316325 0 0 0 0.001008252547098 0 0.000808397634628521 0 0.00235960358659745 0.0159456935237705 0 0.00290720915189441 0.000626976281487271 0.00405573741997161 0.00792267469497702 0.00543360139100196 0.0123911130936892 0.00504591785245736 0.00739590266992086 0.0112801886047535 0.00432961347375713 0.00452601326121886 0.00180189920175865 0.00606857489632851 0.00803234357010897
"herrlichen" 0.00253042840152838 0.00430561236571871 0.015233949945593 0.00446314004217667 0.0147054498397106 0.00446752666554978 0 0.00504126273548999 0.00448510943667025 0 0.00337950107299159 0 0.00512540148978337 0.0100277434234716 0.00218040686392081 0.00229891303212 0.00115878211999189 0 0 0.00123911130936892 0 0.00739590266992086 0 0 0 0 0.0101142914938809 0
"e" 0 0.0161460463714452 0 0 0.00980363322647373 0.00111688166638745 0.0391097867585436 0.001008252547098 0 0.00121259645194278 0.00225300071532773 0 0 0 0.00799482516770963 0.00543379443955635 0.00405573741997161 0 0 0 0 0 0 0 0 0.00360379840351731 0 0
"gegenwärtig" 0.00506085680305676 0.00753482164000775 0.00870511425462459 0.00111578501054417 0.00490181661323687 0.00335064499916234 0.00186237079802589 0.00705776782968598 0.00448510943667025 0.00161679526925704 0.00281625089415966 0 0.000569489054420374 0.0133703245646288 0.00290720915189441 0.00334387350126545 0.00289695529997972 0 0 0.00185866696405338 0 0.00739590266992086 0.00564009430237674 0.00216480673687857 0 0 0.0384343076767472 0.00669361964175748
"italien" 0 0.0129168370971561 0.0130576713819369 0.01338942012653 0.0166661764850053 0 0 0.000504126273548999 0 0.00282939172119982 0.00225300071532773 0 0.00170846716326112 0 0.0210772663512345 0.00146294465680363 0.00405573741997161 0.0264089156499234 0.00271680069550098 0.00185866696405338 0.0201836714098294 0 0 0 0 0.00180189920175865 0.0262971578840902 0
"sonderbar" 0.00506085680305676 0.00861122473143743 0.0108813928182807 0.0111578501054417 0.00392145329058949 0 0 0.00403301018839199 0.00897021887334051 0.00404198817314261 0.00506925160948739 0 0.000569489054420374 0.0300832302704148 0 0.00146294465680363 0.00463512847996755 0.00264089156499234 0.00271680069550098 0.00061955565468446 0.0151377535573721 0.00739590266992086 0.00338405658142604 0.00108240336843928 0 0.00360379840351731 0.00404571659755234 0.0013387239283515
"würdig" 0.0101217136061135 0.00861122473143743 0 0.00223157002108834 0.00588217993588424 0.0245713966605238 0.00744948319210355 0.00252063136774499 0 0.00485038580777113 0.000563250178831932 0.00235960358659745 0.00854233581630561 0.016712905705786 0.00290720915189441 0.00522480234572726 0.00173817317998783 0.00528178312998468 0 0.0111520017843203 0.0100918357049147 0.0221877080097626 0.00338405658142604 0.00432961347375713 0.00905202652243771 0.0126132944123106 0.00404571659755234 0.0160646871402179
"deutschland" 0.00759128520458514 0.0139932401885858 0.00652883569096844 0.00446314004217667 0 0 0.016761337182233 0.000504126273548999 0.0134553283100108 0.00970077161554225 0.00450600143065545 0 0 0 0.00944842974365683 0.00480681815806908 0.00115878211999189 0 0 0 0.0151377535573721 0.0147918053398417 0 0.00108240336843928 0.00905202652243771 0.00540569760527596 0.0141600080914332 0
"käme" 0.00506085680305676 0.00430561236571871 0 0.00111578501054417 0.00980363322647373 0.0122856983302619 0 0.00302475764129399 0.00897021887334051 0.00525458462508539 0.00450600143065545 0.00943841434638981 0.00284744527210187 0.0033425811411572 0.00581441830378882 0.00626976281487271 0.00753208377994728 0.00264089156499234 0.00271680069550098 0.00247822261873784 0 0 0.00112801886047535 0.00541201684219641 0.00905202652243771 0.00540569760527596 0.00202285829877617 0
"probe" 0.00506085680305676 0.00107640309142968 0 0.00223157002108834 0.00294108996794212 0.00558440833193723 0.00372474159605177 0.00201650509419599 0.00448510943667025 0.00161679526925704 0.00281625089415966 0 0.00341693432652224 0 0.00508761601581522 0.0110765809729418 0.00231756423998378 0.00264089156499234 0.00271680069550098 0.0210648922592717 0 0 0.00338405658142604 0 0.0135780397836566 0.0108113952105519 0 0
"tor" 0.00506085680305676 0.00107640309142968 0.00217627856365615 0.00557892505272084 0.00196072664529475 0.00446752666554978 0.00186237079802589 0.00705776782968598 0.00448510943667025 0.00606298225971391 0.00337950107299159 0 0.00341693432652224 0 0.000726802287973603 0.000626976281487271 0.00984964801993105 0.00792267469497702 0.0135840034775049 0.00123911130936892 0.00504591785245736 0 0.00112801886047535 0 0 0.00180189920175865 0.00202285829877617 0
"eurem" 0.00253042840152838 0.00107640309142968 0.00217627856365615 0.00223157002108834 0.00196072664529475 0.00670128999832468 0.00186237079802589 0.00302475764129399 0 0.00404198817314261 0 0 0 0.0033425811411572 0.0123556388955512 0.0106585967852836 0.00115878211999189 0 0 0 0.00504591785245736 0 0 0 0 0 0 0.00535489571340598
"versuchen" 0.0101217136061135 0.00538201545714839 0.00870511425462459 0.00111578501054417 0.00196072664529475 0 0.00372474159605177 0.001512378820647 0.00897021887334051 0.00444618699045687 0.000563250178831932 0.0117980179329873 0.0119592701428279 0.0100277434234716 0.00145360457594721 0.00543379443955635 0.00869086589993916 0.0105635662599694 0.00815040208650293 0.00495644523747568 0.0100918357049147 0 0.0101521697442781 0.00216480673687857 0.00226300663060943 0.00180189920175865 0.00404571659755234 0.00535489571340598
"angenommen" 0.00506085680305676 0.00322920927428904 0.00217627856365615 0.00111578501054417 0.00392145329058949 0.00111688166638745 0.00186237079802589 0.00453713646194099 0.00448510943667025 0.00242519290388556 0.00225300071532773 0.0047192071731949 0.00113897810884075 0.0033425811411572 0.00508761601581522 0.00585177862721453 0.00347634635997567 0 0.00543360139100196 0.0061955565468446 0.0151377535573721 0.0295836106796835 0.00676811316285208 0.00432961347375713 0.00678901989182828 0.0108113952105519 0.00606857489632851 0.00937106749846047
"bewegungen" 0.00253042840152838 0.00430561236571871 0.00217627856365615 0.0033473550316325 0.00882326990382636 0 0 0.00403301018839199 0 0.00646718107702817 0.00619575196715125 0.0212364322793771 0.00398642338094262 0 0 0.00313488140743636 0.0052145195399635 0.00264089156499234 0 0.0254017818420629 0 0.00739590266992086 0.00676811316285208 0.00865922694751426 0.015841046414266 0.0216227904211038 0.00404571659755234 0.00535489571340598
"blatt" 0 0.00538201545714839 0.00217627856365615 0.00446314004217667 0.000980363322647373 0 0.00372474159605177 0.01512378820647 0 0.0101049704328565 0.00844875268247898 0 0 0.0033425811411572 0.00290720915189441 0 0.00405573741997161 0.00264089156499234 0 0 0 0 0.00676811316285208 0.00432961347375713 0.00226300663060943 0 0 0.00267744785670299
"madam" 0 0 0.00217627856365615 0 0 0 0 0.000504126273548999 0 0 0.00112650035766386 0 0 0 0 0.00104496046914545 0 0 0 0.00247822261873784 0.0151377535573721 0 0 0 0.147095430989613 0.00720759680703461 0 0
"eile" 0.00759128520458514 0.0107640309142968 0.0304678998911861 0.00557892505272084 0.00196072664529475 0.00111688166638745 0 0.00201650509419599 0 0.00363778935582834 0.00337950107299159 0 0.0022779562176815 0.0066851622823144 0.000726802287973603 0.00271689721977818 0.00869086589993916 0.0211271325199387 0.0108672027820039 0 0 0.0147918053398417 0.00225603772095069 0.00541201684219641 0 0.00360379840351731 0 0.0013387239283515
"hättest" 0.00253042840152838 0.00215280618285936 0.00217627856365615 0 0.000980363322647373 0 0.00372474159605177 0.00907427292388197 0 0.00242519290388556 0.00506925160948739 0.00235960358659745 0.00626437959862411 0.0200554868469432 0.000726802287973603 0.000835968375316362 0.00579391059995944 0.00264089156499234 0.00271680069550098 0.0061955565468446 0.00504591785245736 0 0.00225603772095069 0.00108240336843928 0.00452601326121886 0.00540569760527596 0 0.00401617178505449
"geworfen" 0.00506085680305676 0.00322920927428904 0.00652883569096844 0.0033473550316325 0.00588217993588424 0 0.00186237079802589 0 0.00897021887334051 0.00687137989434243 0.00619575196715125 0.00235960358659745 0.00569489054420374 0 0.00726802287973603 0 0.00927025695993511 0 0.00543360139100196 0.00371733392810676 0.00504591785245736 0.00739590266992086 0.00225603772095069 0.0064944202106357 0.00905202652243771 0.00180189920175865 0.012137149792657 0.00267744785670299
"größer" 0 0.00968762782286711 0 0.0111578501054417 0.00784290658117899 0 0.0111742247881553 0 0.00448510943667025 0.0177847479618275 0.0101385032189748 0.0047192071731949 0.00170846716326112 0.0066851622823144 0.00218040686392081 0.00020899209382909 0.0052145195399635 0 0.00271680069550098 0.00805422351089798 0.00504591785245736 0.00739590266992086 0.00225603772095069 0 0.00226300663060943 0.00360379840351731 0.00809143319510468 0.00535489571340598
"wand" 0.00253042840152838 0.00430561236571871 0 0.01338942012653 0.00196072664529475 0 0.00186237079802589 0.00403301018839199 0 0.010913368067485 0.00506925160948739 0 0.000569489054420374 0 0.00581441830378882 0.00459782606423999 0.00347634635997567 0.00264089156499234 0.00271680069550098 0.0030977782734223 0.0100918357049147 0 0.00564009430237674 0.00324721010531785 0.00678901989182828 0 0 0.0013387239283515
"gegenwärtigen" 0.00253042840152838 0.00430561236571871 0 0 0.0107839965491211 0 0.00931185399012944 0 0 0.00404198817314261 0.00506925160948739 0 0.000569489054420374 0.0033425811411572 0.000726802287973603 0.00355286559509454 0.00289695529997972 0 0.00271680069550098 0.016108447021796 0.00504591785245736 0 0.00676811316285208 0.00108240336843928 0.00452601326121886 0.00180189920175865 0.012137149792657 0.00535489571340598
"mine" 0 0 0 0 0.000980363322647373 0.0145194616630368 0 0.00655364155613698 0 0 0 0 0.000569489054420374 0 0 0.00752371537784726 0.000579391059995944 0 0 0.0167280026764804 0 0 0 0.00324721010531785 0 0.00360379840351731 0 0
"adel" 0.00506085680305676 0.00968762782286711 0.0174102285092492 0.00111578501054417 0.00784290658117899 0.030155804992461 0 0.00806602037678398 0.0134553283100108 0.00525458462508539 0.00563250178831932 0 0 0.0033425811411572 0.00872162745568323 0.00229891303212 0.000579391059995944 0 0.00815040208650293 0.00123911130936892 0.00504591785245736 0.00739590266992086 0 0.00324721010531785 0 0.0306322864298971 0.012137149792657 0.0013387239283515
"emilie" 0 0 0 0 0 0.11392192997152 0 0 0 0 0 0.00707881075979235 0 0 0 0 0 0 0 0 0 0 0 0 0.00452601326121886 0.00720759680703461 0 0
"entdeckt" 0.00759128520458514 0.00322920927428904 0.00217627856365615 0.00111578501054417 0.00490181661323687 0 0.00186237079802589 0.00352888391484299 0.00448510943667025 0.00242519290388556 0 0 0.0022779562176815 0 0.00290720915189441 0.00397084978275272 0.00115878211999189 0 0.0108672027820039 0.0123911130936892 0.0100918357049147 0 0 0 0.00678901989182828 0.00360379840351731 0.00404571659755234 0.00803234357010897
"geschwind" 0 0.00215280618285936 0 0.00781049507380918 0.0127447231944159 0.0290389233260736 0.00558711239407766 0.001008252547098 0 0 0.000563250178831932 0 0.000569489054420374 0.0033425811411572 0.00508761601581522 0.00271689721977818 0 0.00528178312998468 0 0 0 0 0 0 0.00226300663060943 0 0 0
"lichte" 0.0151825704091703 0.00538201545714839 0.00870511425462459 0.00892628008435335 0.00686254325853161 0.00223376333277489 0.00931185399012944 0.00201650509419599 0.00897021887334051 0.00970077161554225 0.00788550250364705 0 0.00113897810884075 0.0066851622823144 0.00508761601581522 0.00376185768892363 0.00637330165995539 0 0 0.00929333482026691 0 0 0.00338405658142604 0.00757682357907498 0.00226300663060943 0.00540569760527596 0.0101142914938809 0.00267744785670299
"verwunderung" 0.0151825704091703 0.00645841854857807 0.0130576713819369 0.020084130189795 0.00490181661323687 0.0234545149941364 0 0.00352888391484299 0 0 0.0016897505364958 0 0 0.0033425811411572 0.00508761601581522 0.0146294465680363 0.00173817317998783 0.00264089156499234 0.00543360139100196 0.00495644523747568 0 0 0.00338405658142604 0.00324721010531785 0.00226300663060943 0.00180189920175865 0.00202285829877617 0.00267744785670299
"zufriedenheit" 0 0.00107640309142968 0.00870511425462459 0.00111578501054417 0 0.0446752666554978 0.00558711239407766 0.00252063136774499 0 0.00161679526925704 0.00112650035766386 0 0 0 0.00290720915189441 0.000626976281487271 0.00173817317998783 0 0.00271680069550098 0.00371733392810676 0 0.00739590266992086 0.00225603772095069 0.00108240336843928 0.0339450994591414 0.0306322864298971 0.00404571659755234 0.0281132024953814
"näherte" 0.00759128520458514 0.00215280618285936 0 0.0033473550316325 0.000980363322647373 0.00335064499916234 0 0 0 0.000404198817314261 0.000563250178831932 0.0047192071731949 0.00968131392514636 0 0.00145360457594721 0 0.00405573741997161 0.00264089156499234 0.00543360139100196 0.00123911130936892 0.0252295892622868 0.00739590266992086 0.00225603772095069 0.00974163031595354 0.00452601326121886 0.0162170928158279 0.00404571659755234 0.0160646871402179
"sinnen" 0 0.00215280618285936 0 0.00892628008435335 0.0254894463888317 0.0178701066621991 0.00186237079802589 0.001008252547098 0.00448510943667025 0.00323359053851408 0.00506925160948739 0.0047192071731949 0.0022779562176815 0.0033425811411572 0.00654122059176242 0.00417984187658181 0.00173817317998783 0.0105635662599694 0.0108672027820039 0.0334560053529609 0 0.00739590266992086 0.00112801886047535 0.00432961347375713 0.00905202652243771 0.0126132944123106 0.00202285829877617 0
"vornehmen" 0.0101217136061135 0.0150696432800155 0.00870511425462459 0.00446314004217667 0 0.0145194616630368 0.00744948319210355 0.00201650509419599 0.00897021887334051 0.00363778935582834 0.00957525304014284 0.0283152430391694 0.00512540148978337 0 0.0210772663512345 0.0123305335359163 0.000579391059995944 0.00528178312998468 0.00271680069550098 0 0.00504591785245736 0 0.00451207544190139 0.00216480673687857 0.00452601326121886 0 0 0
"vorwürfe" 0.00759128520458514 0.00322920927428904 0.0130576713819369 0.00223157002108834 0.000980363322647373 0 0.0148989663842071 0.00957839919743097 0 0.000808397634628521 0.000563250178831932 0.00235960358659745 0.00341693432652224 0.0100277434234716 0 0.00020899209382909 0.00115878211999189 0 0.00815040208650293 0.0061955565468446 0.0151377535573721 0.00739590266992086 0.00789613202332743 0.00216480673687857 0.0135780397836566 0.00720759680703461 0.00202285829877617 0.0267744785670299
"bande" 0.0101217136061135 0.00430561236571871 0.00217627856365615 0.00669471006326501 0.00196072664529475 0.00223376333277489 0.00558711239407766 0.000504126273548999 0.00448510943667025 0.00444618699045687 0.00225300071532773 0.0047192071731949 0.00911182487072599 0.0066851622823144 0.00218040686392081 0.00292588931360727 0.00347634635997567 0 0.00543360139100196 0.00185866696405338 0 0.0147918053398417 0 0.00974163031595354 0.00226300663060943 0 0.00404571659755234 0
"gefiel" 0.0101217136061135 0.00538201545714839 0.00652883569096844 0.00892628008435335 0.00784290658117899 0.00893505333109957 0.00186237079802589 0.013611409385823 0.00448510943667025 0.00242519290388556 0.00225300071532773 0.00943841434638981 0.00341693432652224 0.016712905705786 0.00218040686392081 0.00585177862721453 0.00289695529997972 0.00528178312998468 0 0.00371733392810676 0.00504591785245736 0.00739590266992086 0.00451207544190139 0.00108240336843928 0.00452601326121886 0.0108113952105519 0 0.00267744785670299
"geschenk" 0 0.0118404340057265 0.00652883569096844 0.00111578501054417 0.00294108996794212 0 0.00186237079802589 0.00201650509419599 0 0.00363778935582834 0.0016897505364958 0.0047192071731949 0.00455591243536299 0 0.00508761601581522 0 0.00173817317998783 0 0 0.00123911130936892 0 0 0.00112801886047535 0.00324721010531785 0.00226300663060943 0.00720759680703461 0 0.010709791426812
"grad" 0 0.00107640309142968 0.00217627856365615 0 0.00588217993588424 0 0 0.00352888391484299 0 0.0020209940865713 0.0016897505364958 0 0.00284744527210187 0.016712905705786 0.00145360457594721 0.00167193675063272 0.00115878211999189 0 0.00271680069550098 0.0204453366045872 0 0 0.00451207544190139 0.00432961347375713 0.0113150331530471 0.0144151936140692 0.00809143319510468 0.00401617178505449
"schicken" 0 0.00322920927428904 0.00217627856365615 0 0.00294108996794212 0.0145194616630368 0.00186237079802589 0.012603156838725 0 0.00242519290388556 0.00563250178831932 0.00235960358659745 0.00455591243536299 0 0.00872162745568323 0.0119125493482582 0.00637330165995539 0.00528178312998468 0.0108672027820039 0.00495644523747568 0.00504591785245736 0 0.00225603772095069 0 0.00905202652243771 0.00360379840351731 0.00404571659755234 0.00401617178505449
"ungeduld" 0.0126521420076419 0.00430561236571871 0.00217627856365615 0.0033473550316325 0.00490181661323687 0 0.0186237079802589 0.00554538900903898 0 0.000404198817314261 0.0016897505364958 0.00235960358659745 0.000569489054420374 0.0066851622823144 0 0 0.00231756423998378 0.00264089156499234 0.0163008041730059 0.00433688958279122 0.0151377535573721 0.00739590266992086 0.0135362263257042 0.00216480673687857 0.0113150331530471 0.00180189920175865 0.00606857489632851 0
"feld" 0.00253042840152838 0.00322920927428904 0 0.00669471006326501 0.00490181661323687 0.00335064499916234 0.00186237079802589 0.014619661932921 0.00448510943667025 0.0020209940865713 0.0016897505364958 0 0.00170846716326112 0 0.00145360457594721 0.0133754940050618 0.00347634635997567 0 0.00271680069550098 0.00247822261873784 0.0151377535573721 0.00739590266992086 0.00112801886047535 0.00974163031595354 0.00905202652243771 0.00720759680703461 0 0.0013387239283515
"freitag" 0.00759128520458514 0 0 0 0 0 0.00558711239407766 0 0 0.00161679526925704 0.000563250178831932 0.00235960358659745 0.000569489054420374 0 0 0 0 0 0 0 0 0 0.00112801886047535 0 0 0 0 0
"lehre" 0 0.00107640309142968 0 0 0.00588217993588424 0.00111688166638745 0.0204860787782848 0.00201650509419599 0.00448510943667025 0.0020209940865713 0.00112650035766386 0.0047192071731949 0.00284744527210187 0 0.000726802287973603 0.00522480234572726 0.0052145195399635 0 0.00543360139100196 0.00371733392810676 0 0.00739590266992086 0.00112801886047535 0.00108240336843928 0.00678901989182828 0 0.00606857489632851 0.00267744785670299
"mädchens" 0 0.00430561236571871 0.0239390642002176 0.0122736351159859 0 0 0.00186237079802589 0.00655364155613698 0 0.000404198817314261 0 0.00707881075979235 0.0239185402856557 0.0033425811411572 0 0 0.000579391059995944 0 0.00543360139100196 0.00061955565468446 0 0 0.00451207544190139 0.00541201684219641 0.015841046414266 0.0126132944123106 0.00202285829877617 0.00267744785670299
"schande" 0.00253042840152838 0.00215280618285936 0 0.00223157002108834 0.000980363322647373 0.00446752666554978 0.00372474159605177 0.00201650509419599 0 0 0.00337950107299159 0 0.00740335770746486 0 0.00145360457594721 0.00334387350126545 0.00289695529997972 0.00528178312998468 0 0.00061955565468446 0.00504591785245736 0 0.00112801886047535 0.0064944202106357 0 0.00180189920175865 0.00606857489632851 0.00401617178505449
"vollen" 0.00759128520458514 0.0129168370971561 0.00217627856365615 0.01338942012653 0.0107839965491211 0.00223376333277489 0.00372474159605177 0.00201650509419599 0.0134553283100108 0.00363778935582834 0.00788550250364705 0.00235960358659745 0.00170846716326112 0.0401109736938864 0.00290720915189441 0.0043888339704109 0.00463512847996755 0 0 0.00247822261873784 0 0 0.00112801886047535 0.00216480673687857 0.0135780397836566 0.00180189920175865 0 0.00267744785670299
"erraten" 0.00253042840152838 0.00538201545714839 0.015233949945593 0.00223157002108834 0 0.00223376333277489 0.00186237079802589 0.000504126273548999 0 0.0137427597886849 0.00394275125182352 0 0.0102508029795667 0.0100277434234716 0.00508761601581522 0.00585177862721453 0.0052145195399635 0 0.00543360139100196 0.00991289047495137 0 0.0147918053398417 0.00451207544190139 0.00757682357907498 0 0.00360379840351731 0.0101142914938809 0
"gatten" 0 0.0107640309142968 0.0130576713819369 0 0.00490181661323687 0 0 0 0.00448510943667025 0.00161679526925704 0.00732225232481511 0.00943841434638981 0.0176541606870316 0 0 0.000835968375316362 0.000579391059995944 0 0.00271680069550098 0 0 0 0.0146642451861795 0.0162360505265892 0 0 0.00606857489632851 0.0830008835577927
"gertrud" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"entzückt" 0.0126521420076419 0.00753482164000775 0.00870511425462459 0.0033473550316325 0.0127447231944159 0.00446752666554978 0.00186237079802589 0.00252063136774499 0 0.00323359053851408 0.0016897505364958 0.0235960358659745 0.00626437959862411 0 0.00290720915189441 0.000835968375316362 0.00289695529997972 0.00264089156499234 0.00815040208650293 0.00247822261873784 0.00504591785245736 0 0.00451207544190139 0 0 0.00360379840351731 0.00404571659755234 0.00267744785670299
"erwartung" 0.0126521420076419 0.00753482164000775 0.00652883569096844 0.00446314004217667 0 0.00223376333277489 0.00558711239407766 0.00352888391484299 0 0.00282939172119982 0.00619575196715125 0.00707881075979235 0.00113897810884075 0 0 0.000835968375316362 0.00289695529997972 0 0.00271680069550098 0.0105324461296358 0 0.0147918053398417 0.00789613202332743 0.00865922694751426 0 0 0.00606857489632851 0.00535489571340598
"gewöhnt" 0.00253042840152838 0.00107640309142968 0 0 0.00196072664529475 0 0.00186237079802589 0.00252063136774499 0 0.00121259645194278 0.00281625089415966 0.0047192071731949 0.00512540148978337 0.0033425811411572 0 0 0.00173817317998783 0 0 0.00247822261873784 0.00504591785245736 0.00739590266992086 0.0101521697442781 0.00324721010531785 0.00678901989182828 0.00540569760527596 0 0.00401617178505449
"keines" 0 0.00538201545714839 0.00870511425462459 0.00223157002108834 0.00490181661323687 0.010051934997487 0.00931185399012944 0.00504126273548999 0.00897021887334051 0.00363778935582834 0.00844875268247898 0 0.00398642338094262 0 0.00363401143986801 0.00689673909635998 0.00463512847996755 0.00792267469497702 0.00815040208650293 0.00557600089216014 0.0100918357049147 0 0.00789613202332743 0.00541201684219641 0.00226300663060943 0.00540569760527596 0 0.0013387239283515
"lob" 0.00253042840152838 0.00861122473143743 0 0.00111578501054417 0.00784290658117899 0.00335064499916234 0.0223484495763106 0.011090778018078 0.00897021887334051 0.00646718107702817 0.00732225232481511 0.00235960358659745 0.00455591243536299 0 0.00363401143986801 0.00585177862721453 0.000579391059995944 0 0 0.0061955565468446 0.00504591785245736 0 0.00451207544190139 0.00216480673687857 0.00905202652243771 0.0234246896228625 0.00202285829877617 0.00937106749846047
"sünde" 0.00506085680305676 0.00215280618285936 0.0043525571273123 0.0033473550316325 0.00294108996794212 0 0.0111742247881553 0.00201650509419599 0.00448510943667025 0.0020209940865713 0.00450600143065545 0 0.00113897810884075 0 0.00436081372784161 0.00376185768892363 0.00811147483994322 0.015845349389954 0.0108672027820039 0.00061955565468446 0 0 0.00451207544190139 0.00216480673687857 0 0 0.00202285829877617 0.0013387239283515
"volke" 0.0126521420076419 0.00107640309142968 0 0 0.00392145329058949 0 0 0 0 0.000808397634628521 0.000563250178831932 0 0.00113897810884075 0 0.000726802287973603 0 0.00289695529997972 0.00528178312998468 0 0.00867377916558244 0 0 0 0.00865922694751426 0 0.00360379840351731 0.00202285829877617 0
